id,prompt,option,option_id,label
1170,Choose the correct answer: What is an order parameter? carefully.,An order parameter is a measure of the temperature of a physical structure.,A,0
1170,Choose the correct answer: What is an order parameter? carefully.,An order parameter is a measure of the gravitational force in a physical structure.,B,0
1170,Choose the correct answer: What is an order parameter? carefully.,An order parameter is a measure of the magnetic field strength in a physical structure.,C,0
1170,Choose the correct answer: What is an order parameter? carefully.,An order parameter is a measure of the degree of symmetry breaking in a physical mechanism.,D,1
1170,Choose the correct answer: What is an order parameter? carefully.,An order parameter is a measure of the rotational symmetry in a physical structure.,E,0
1171,Select the most accurate option: What is the Roche limit? among the listed options.,The Roche limit is the distance at which tidal effects would cause an object to rotate since the forces exerted by two massive bodies produce a torque on a third object.,A,0
1171,Select the most accurate option: What is the Roche limit? among the listed options.,The Roche limit is the distance at which tidal effects would cause an object to unite since differential force from a planet results in parts becoming attracted to one another.,B,0
1171,Select the most accurate option: What is the Roche limit? among the listed options.,The Roche limit is the distance at which tidal effects would cause a planet to disintegrate since differential force from an object overcomes the planet's core.,C,0
1171,Select the most accurate option: What is the Roche limit? among the listed options.,The Roche limit is the distance at which tidal effects would cause an object to disintegrate since differential force from a planet overcomes the attraction of the parts between them.,D,1
1171,Select the most accurate option: What is the Roche limit? among the listed options.,"The Roche limit is the distance at which tidal effects would cause an object to break apart due to differential force from the planet overcoming the attraction of the parts of the object for one another, which depends on the object's density and composition, as well as the mass and size of the planet.",E,0
1172,Choose the correct answer: What is the decay energy for the free neutron decay process?,0.013343 MeV,A,0
1172,Choose the correct answer: What is the decay energy for the free neutron decay process?,0.013 MeV,B,0
1172,Choose the correct answer: What is the decay energy for the free neutron decay process?,"1,000 MeV",C,0
1172,Choose the correct answer: What is the decay energy for the free neutron decay process?,0.782 MeV,D,0
1172,Choose the correct answer: What is the decay energy for the free neutron decay process?,0.782343 MeV,E,1
1173,Which of the following is correct? What is the relationship between the Cauchy momentum equation and the Navier-Stokes equation?,"The Navier-Stokes equation can be derived from the Cauchy momentum equation by specifying the stress tensor through a constitutive relation, expressing the shear tensor in terms of viscosity and fluid velocity, and assuming constant density and viscosity.",A,1
1173,Which of the following is correct? What is the relationship between the Cauchy momentum equation and the Navier-Stokes equation?,The Navier-Stokes equation is a simplified version of the Cauchy momentum equation that only applies to situations with constant density and viscosity.,B,0
1173,Which of the following is correct? What is the relationship between the Cauchy momentum equation and the Navier-Stokes equation?,"The Navier-Stokes equation is a special case of the Cauchy momentum equation, which is a more general equation that applies to all non-relativistic momentum conservation situations.",C,0
1173,Which of the following is correct? What is the relationship between the Cauchy momentum equation and the Navier-Stokes equation?,The Cauchy momentum equation and the Navier-Stokes equation are completely unrelated and cannot be used interchangeably in any situation.,D,0
1173,Which of the following is correct? What is the relationship between the Cauchy momentum equation and the Navier-Stokes equation?,"The Cauchy momentum equation is a special case of the Navier-Stokes equation, which is a more general equation that applies to all non-relativistic momentum conservation situations.",E,0
1174,Choose the correct answer: What is the reason behind the largest externally observed electrical effects when two conductors are separated by the smallest distance without touching? based on the given context.,"The surface charge on a conductor depends on the magnitude of the electric field, which in turn depends on the temperature between the surfaces.",A,0
1174,Choose the correct answer: What is the reason behind the largest externally observed electrical effects when two conductors are separated by the smallest distance without touching? based on the given context.,"The surface charge on a conductor depends on the magnitude of the magnetic field, which in turn depends on the distance between the surfaces.",B,0
1174,Choose the correct answer: What is the reason behind the largest externally observed electrical effects when two conductors are separated by the smallest distance without touching? based on the given context.,"The surface charge on a conductor depends on the magnitude of the electric field, which in turn depends on the angle between the surfaces.",C,0
1174,Choose the correct answer: What is the reason behind the largest externally observed electrical effects when two conductors are separated by the smallest distance without touching? based on the given context.,"The surface charge on a conductor depends on the magnitude of the electric field, which in turn depends on the distance between the surfaces.",D,1
1174,Choose the correct answer: What is the reason behind the largest externally observed electrical effects when two conductors are separated by the smallest distance without touching? based on the given context.,"The surface charge on a conductor depends on the magnitude of the electric field, which in turn depends on the pressure between the surfaces.",E,0
1175,Determine the correct option: What is a magnetic monopole in particle physics? carefully.,A hypothetical elementary particle that is an isolated electric charge with both positive and negative poles.,A,0
1175,Determine the correct option: What is a magnetic monopole in particle physics? carefully.,A hypothetical elementary particle that is an isolated magnet with no magnetic poles.,B,0
1175,Determine the correct option: What is a magnetic monopole in particle physics? carefully.,"A hypothetical elementary particle that is an isolated electric charge with only one electric pole, either a positive pole or a negative pole.",C,0
1175,Determine the correct option: What is a magnetic monopole in particle physics? carefully.,A hypothetical elementary particle that is an isolated magnet with both north and south poles.,D,0
1175,Determine the correct option: What is a magnetic monopole in particle physics? carefully.,"A hypothetical elementary particle that is an isolated magnet with only one magnetic pole, either a north pole or a south pole.",E,1
1176,Determine the correct option: What is the piezoelectric strain coefficient for AT-cut quartz crystals?,d = 1.9·10‑12 m/V,A,0
1176,Determine the correct option: What is the piezoelectric strain coefficient for AT-cut quartz crystals?,d = 3.1·10‑12 m/V,B,1
1176,Determine the correct option: What is the piezoelectric strain coefficient for AT-cut quartz crystals?,d = 4.2·10‑12 m/V,C,0
1176,Determine the correct option: What is the piezoelectric strain coefficient for AT-cut quartz crystals?,d = 2.5·10‑12 m/V,D,0
1176,Determine the correct option: What is the piezoelectric strain coefficient for AT-cut quartz crystals?,d = 5.8·10‑12 m/V,E,0
1177,Select the most accurate option: What is Minkowski space? based on the given context.,Minkowski space is a physical space where objects move in a straight line unless acted upon by a force.,A,0
1177,Select the most accurate option: What is Minkowski space? based on the given context.,Minkowski space is a mathematical model that combines inertial space and time manifolds with a non-inertial reference frame of space and time into a four-dimensional model relating a position to the field.,B,1
1177,Select the most accurate option: What is Minkowski space? based on the given context.,Minkowski space is a mathematical model that combines space and time into a two-dimensional model relating a position to the field.,C,0
1177,Select the most accurate option: What is Minkowski space? based on the given context.,Minkowski space is a mathematical model that combines space and time into a three-dimensional model relating a position to the field.,D,0
1177,Select the most accurate option: What is Minkowski space? based on the given context.,Minkowski space is a physical space where objects move in a curved line unless acted upon by a force.,E,0
1178,Identify the correct statement: What is the Erlangen program? from the following choices.,"The Erlangen program is a approach of characterizing geometries based on statistics and probability, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.",A,0
1178,Identify the correct statement: What is the Erlangen program? from the following choices.,"The Erlangen program is a technique of characterizing geometries based on group principle and projective geometry, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.",B,1
1178,Identify the correct statement: What is the Erlangen program? from the following choices.,"The Erlangen program is a technique of characterizing geometries based on algebra and trigonometry, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.",C,0
1178,Identify the correct statement: What is the Erlangen program? from the following choices.,"The Erlangen program is a approach of characterizing geometries based on geometry and topology, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.",D,0
1178,Identify the correct statement: What is the Erlangen program? from the following choices.,"The Erlangen program is a procedure of characterizing geometries based on calculus and differential equations, published by Felix Klein in 1872 as Vergleichende Betrachtungen über neuere geometrische Forschungen.",E,0
1179,"Which hand should be used to apply the right-hand rule when tightening or loosening nuts, screws, bolts, bottle caps, and jar lids?",One's dominant hand,A,0
1179,"Which hand should be used to apply the right-hand rule when tightening or loosening nuts, screws, bolts, bottle caps, and jar lids?",The right hand,B,1
1179,"Which hand should be used to apply the right-hand rule when tightening or loosening nuts, screws, bolts, bottle caps, and jar lids?",Both hands,C,0
1179,"Which hand should be used to apply the right-hand rule when tightening or loosening nuts, screws, bolts, bottle caps, and jar lids?",The left hand,D,0
1179,"Which hand should be used to apply the right-hand rule when tightening or loosening nuts, screws, bolts, bottle caps, and jar lids?",Either hand,E,0
1180,Which of the following is correct? What is a trophic level in an ecological pyramid? carefully.,A group of organisms that acquire most of their energy from the level above them in the pyramid.,A,0
1180,Which of the following is correct? What is a trophic level in an ecological pyramid? carefully.,A group of organisms that acquire most of their energy from the abiotic sources in the ecoframework.,B,0
1180,Which of the following is correct? What is a trophic level in an ecological pyramid? carefully.,A group of organisms that acquire most of their energy from the level below them in the pyramid.,C,1
1180,Which of the following is correct? What is a trophic level in an ecological pyramid? carefully.,A group of organisms that acquire most of their energy from the same level in the pyramid.,D,0
1180,Which of the following is correct? What is a trophic level in an ecological pyramid? carefully.,A group of organisms that do not acquire any energy from the ecoframework.,E,0
1181,"Select the most accurate option: What is power density in the context of energy structures, and how does it differ between renewable and non-renewable energy sources?","Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy mechanism, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Both renewable and non-renewable energy sources have similar power density, which means that the same amount of power can be obtained from power plants occupying similar areas.",A,0
1181,"Select the most accurate option: What is power density in the context of energy structures, and how does it differ between renewable and non-renewable energy sources?","Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy structure, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Fossil fuels and nuclear power have high power density, which means large power can be drawn from power plants occupying relatively small areas. Renewable energy sources have power density at least three orders of magnitude smaller and, for the same energy output, they need to occupy accordingly larger areas.",B,1
1181,"Select the most accurate option: What is power density in the context of energy structures, and how does it differ between renewable and non-renewable energy sources?","Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy framework, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Renewable energy sources have higher power density than non-renewable energy sources, which means that they can produce more power from power plants occupying smaller areas.",C,0
1181,"Select the most accurate option: What is power density in the context of energy structures, and how does it differ between renewable and non-renewable energy sources?","Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy structure, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Fossil fuels and nuclear power have low power density, which means that they need to occupy larger areas to produce the same amount of power as renewable energy sources.",D,0
1181,"Select the most accurate option: What is power density in the context of energy structures, and how does it differ between renewable and non-renewable energy sources?","Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy mechanism, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Both renewable and non-renewable energy sources have low power density, which means that they need to occupy larger areas to produce the same amount of power.",E,0
1182,Pick the best possible answer: What are the two main factors that cause resistance in a metal? among the listed options.,"The amount of resistance in a metal is mainly caused by the temperature and the pressure applied to the metal. Higher temperatures cause bigger vibrations, and pressure causes the metal to become more compact, leading to more resistance.",A,0
1182,Pick the best possible answer: What are the two main factors that cause resistance in a metal? among the listed options.,"The amount of resistance in a metal is mainly caused by the temperature and the purity of the metal. Higher temperatures cause bigger vibrations, and a mixture of different ions acts as an irregularity.",B,1
1182,Pick the best possible answer: What are the two main factors that cause resistance in a metal? among the listed options.,"The amount of resistance in a metal is mainly caused by the temperature and the thickness of the metal. Higher temperatures cause bigger vibrations, and thicker metals have more irregularities, leading to more resistance.",C,0
1182,Pick the best possible answer: What are the two main factors that cause resistance in a metal? among the listed options.,"The amount of resistance in a metal is mainly caused by the purity of the metal and the amount of pressure applied to the metal. A mixture of different ions acts as an irregularity, and pressure causes the metal to become more compact, leading to more resistance.",D,0
1182,Pick the best possible answer: What are the two main factors that cause resistance in a metal? among the listed options.,"The amount of resistance in a metal is mainly caused by the purity of the metal and the thickness of the metal. A mixture of different ions acts as an irregularity, and thicker metals have more irregularities, leading to more resistance.",E,0
1183,Identify the correct statement: What does Earnshaw's theorem state? based on the given context.,A collection of point charges can be maintained in a stable stationary equilibrium configuration solely by the gravitational interaction of the charges.,A,0
1183,Identify the correct statement: What does Earnshaw's theorem state? based on the given context.,A collection of point charges can be maintained in a stable stationary equilibrium configuration solely by the electrostatic interaction of the charges.,B,0
1183,Identify the correct statement: What does Earnshaw's theorem state? based on the given context.,"A collection of point charges can be maintained in a stable stationary equilibrium configuration solely by the magnetic interaction of the charges, if the magnets are hard.",C,0
1183,Identify the correct statement: What does Earnshaw's theorem state? based on the given context.,A collection of point charges cannot be maintained in a stable stationary equilibrium configuration solely by the electrostatic interaction of the charges.,D,1
1183,Identify the correct statement: What does Earnshaw's theorem state? based on the given context.,A collection of point charges can be maintained in a stable stationary equilibrium configuration solely by the magnetic interaction of the charges.,E,0
1184,"Pick the best possible answer: Who proposed the concept of ""maximal acceleration""?",Max Planck,A,0
1184,"Pick the best possible answer: Who proposed the concept of ""maximal acceleration""?",Niels Bohr,B,0
1184,"Pick the best possible answer: Who proposed the concept of ""maximal acceleration""?",Eduardo R. Caianiello,C,1
1184,"Pick the best possible answer: Who proposed the concept of ""maximal acceleration""?",Hideki Yukawa,D,0
1184,"Pick the best possible answer: Who proposed the concept of ""maximal acceleration""?",Albert Einstein,E,0
1185,Pick the best possible answer: What is the role of IL-10 in the formation of Tr1 cells and tolerogenic DCs? based on the given context.,"IL-10 inhibits the formation of Tr1 cells and tolerogenic DCs, which are dependent on TGF-β and Tregs. Tr1 cells produce low levels of IL-10 and TGF-β, while tolerogenic DCs produce TGF-β that is key for Tr1 formation.",A,0
1185,Pick the best possible answer: What is the role of IL-10 in the formation of Tr1 cells and tolerogenic DCs? based on the given context.,"IL-10 induces the formation of Tr1 cells and tolerogenic DCs, which are dependent on IL-10 and TGF-β, but differ from Tregs by lacking expression of Foxp3. Tr1 cells produce high levels of IL-10 and TGF-β, while tolerogenic DCs produce IL-10 that is significant for Tr1 formation.",B,1
1185,Pick the best possible answer: What is the role of IL-10 in the formation of Tr1 cells and tolerogenic DCs? based on the given context.,IL-10 has no role in the formation of Tr1 cells and tolerogenic DCs. TGF-β and Tregs are the only factors involved in the formation of Tr1 cells and tolerogenic DCs.,C,0
1185,Pick the best possible answer: What is the role of IL-10 in the formation of Tr1 cells and tolerogenic DCs? based on the given context.,"IL-10 induces the formation of Tr1 cells and tolerogenic DCs, which are dependent on IL-10 and Tregs, but differ from Tregs by expressing Foxp3. Tr1 cells produce low levels of IL-10 and TGF-β, while tolerogenic DCs produce IL-10 that is key for Tr1 formation.",D,0
1185,Pick the best possible answer: What is the role of IL-10 in the formation of Tr1 cells and tolerogenic DCs? based on the given context.,"IL-10 induces the formation of Tregs, which are dependent on TGF-β and Foxp3. Tr1 cells and tolerogenic DCs are not involved in this process.",E,0
1186,Pick the best possible answer: What is the Einstein@Home project? based on the given context.,The Einstein@Home project is a project that aims to detect signals from supernovae or binary black holes. It takes data from LIGO and GEO and sends it out in little pieces to thousands of volunteers for parallel analysis on their home computers.,A,0
1186,Pick the best possible answer: What is the Einstein@Home project? based on the given context.,The Einstein@Home project is a project that aims to detect signals from supernovae or binary black holes. It takes data from SETI and GEO and sends it out in little pieces to thousands of volunteers for parallel analysis on their home computers.,B,0
1186,Pick the best possible answer: What is the Einstein@Home project? based on the given context.,The Einstein@Home project is a distributed computing project that aims to detect simple gravitational waves with constant frequency. It takes data from LIGO and GEO and sends it out in little pieces to thousands of volunteers for parallel analysis on their home computers.,C,1
1186,Pick the best possible answer: What is the Einstein@Home project? based on the given context.,The Einstein@Home project is a project that aims to detect simple gravitational waves with constant frequency. It takes data from LIGO and GEO and sends it out in large pieces to thousands of volunteers for parallel analysis on their home computers.,D,0
1186,Pick the best possible answer: What is the Einstein@Home project? based on the given context.,The Einstein@Home project is a project that aims to detect simple gravitational waves with constant frequency. It takes data from SETI and GEO and sends it out in little pieces to thousands of volunteers for parallel analysis on their home computers.,E,0
1187,Identify the correct statement: What is the relationship between the Hamiltonians and eigenstates in supersymmetric quantum mechanics? carefully.,"For every eigenstate of one Hamiltonian, its partner Hamiltonian has a corresponding eigenstate with the same energy.",A,1
1187,Identify the correct statement: What is the relationship between the Hamiltonians and eigenstates in supersymmetric quantum mechanics? carefully.,"For every eigenstate of one Hamiltonian, its partner Hamiltonian has a corresponding eigenstate with a higher energy.",B,0
1187,Identify the correct statement: What is the relationship between the Hamiltonians and eigenstates in supersymmetric quantum mechanics? carefully.,"For every eigenstate of one Hamiltonian, its partner Hamiltonian has a corresponding eigenstate with a different spin.",C,0
1187,Identify the correct statement: What is the relationship between the Hamiltonians and eigenstates in supersymmetric quantum mechanics? carefully.,"For every eigenstate of one Hamiltonian, its partner Hamiltonian has a corresponding eigenstate with a different energy.",D,0
1187,Identify the correct statement: What is the relationship between the Hamiltonians and eigenstates in supersymmetric quantum mechanics? carefully.,"For every eigenstate of one Hamiltonian, its partner Hamiltonian has a corresponding eigenstate with a lower energy.",E,0
1188,Identify the correct statement: What is the relationship between dielectric loss and the transparency of a material? from the following choices.,"Dielectric loss in a material can cause refraction, which can lower the material's transparency at higher frequencies.",A,0
1188,Identify the correct statement: What is the relationship between dielectric loss and the transparency of a material? from the following choices.,"Dielectric loss in a material can cause absorption, which can reduce the material's transparency at higher frequencies.",B,1
1188,Identify the correct statement: What is the relationship between dielectric loss and the transparency of a material? from the following choices.,"Dielectric loss in a material can cause reflection, which can raise the material's transparency at higher frequencies.",C,0
1188,Identify the correct statement: What is the relationship between dielectric loss and the transparency of a material? from the following choices.,Dielectric loss in a material has no effect on the material's transparency at any frequency.,D,0
1188,Identify the correct statement: What is the relationship between dielectric loss and the transparency of a material? from the following choices.,"Dielectric loss in a material can cause scattering, which can raise the material's transparency at higher frequencies.",E,0
1189,"What is power density in the context of energy systems, and how does it differ between renewable and non-renewable energy sources?","Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy system, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Both renewable and non-renewable energy sources have similar power density, which means that the same amount of power can be obtained from power plants occupying similar areas.",A,0
1189,"What is power density in the context of energy systems, and how does it differ between renewable and non-renewable energy sources?","Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy system, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Fossil fuels and nuclear power have high power density, which means large power can be drawn from power plants occupying relatively small areas. Renewable energy sources have power density at least three orders of magnitude smaller and, for the same energy output, they need to occupy accordingly larger areas.",B,1
1189,"What is power density in the context of energy systems, and how does it differ between renewable and non-renewable energy sources?","Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy system, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Renewable energy sources have higher power density than non-renewable energy sources, which means that they can produce more power from power plants occupying smaller areas.",C,0
1189,"What is power density in the context of energy systems, and how does it differ between renewable and non-renewable energy sources?","Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy system, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Fossil fuels and nuclear power have low power density, which means that they need to occupy larger areas to produce the same amount of power as renewable energy sources.",D,0
1189,"What is power density in the context of energy systems, and how does it differ between renewable and non-renewable energy sources?","Power density is a measure of the amount of power obtained per unit of Earth surface area used by a specific energy system, including all supporting infrastructure, manufacturing, mining of fuel (if applicable) and decommissioning. Both renewable and non-renewable energy sources have low power density, which means that they need to occupy larger areas to produce the same amount of power.",E,0
1190,Identify the correct statement: What is the Roche limit? based on the given context.,The Roche limit is the distance at which tidal effects would cause an object to rotate since the forces exerted by two massive bodies produce a torque on a third object.,A,0
1190,Identify the correct statement: What is the Roche limit? based on the given context.,The Roche limit is the distance at which tidal effects would cause an object to unite since differential force from a planet results in parts becoming attracted to one another.,B,0
1190,Identify the correct statement: What is the Roche limit? based on the given context.,The Roche limit is the distance at which tidal effects would cause a planet to disintegrate since differential force from an object overcomes the planet's core.,C,0
1190,Identify the correct statement: What is the Roche limit? based on the given context.,The Roche limit is the distance at which tidal effects would cause an object to disintegrate since differential force from a planet overcomes the attraction of the parts between them.,D,1
1190,Identify the correct statement: What is the Roche limit? based on the given context.,"The Roche limit is the distance at which tidal effects would cause an object to break apart due to differential force from the planet overcoming the attraction of the parts of the object for one another, which depends on the object's density and composition, as well as the mass and size of the planet.",E,0
1191,Choose the correct answer: What is the required excess quark per billion quark-antiquark pairs in the early universe in order to provide all the observed matter in the universe?,One,A,1
1191,Choose the correct answer: What is the required excess quark per billion quark-antiquark pairs in the early universe in order to provide all the observed matter in the universe?,Five,B,0
1191,Choose the correct answer: What is the required excess quark per billion quark-antiquark pairs in the early universe in order to provide all the observed matter in the universe?,Three,C,0
1191,Choose the correct answer: What is the required excess quark per billion quark-antiquark pairs in the early universe in order to provide all the observed matter in the universe?,Two,D,0
1191,Choose the correct answer: What is the required excess quark per billion quark-antiquark pairs in the early universe in order to provide all the observed matter in the universe?,Four,E,0
1192,"What is the reason behind the designation of Class L dwarfs, and what is their color and composition?","Class L dwarfs are hotter than M stars and are designated L because L is the remaining letter alphabetically closest to M. They are bright blue in color and are brightest in ultraviolet. Their atmosphere is hot enough to allow metal hydrides and alkali metals to be prominent in their spectra. Some of these objects have masses large enough to support hydrogen fusion and are therefore stars, but most are of substellar mass and are therefore brown dwarfs.",A,0
1192,"What is the reason behind the designation of Class L dwarfs, and what is their color and composition?","Class L dwarfs are cooler than M stars and are designated L because L is the remaining letter alphabetically closest to M. They are dark red in color and are brightest in infrared. Their atmosphere is cool enough to allow metal hydrides and alkali metals to be prominent in their spectra. Some of these objects have masses large enough to support hydrogen fusion and are therefore stars, but most are of substellar mass and are therefore brown dwarfs.",B,1
1192,"What is the reason behind the designation of Class L dwarfs, and what is their color and composition?","Class L dwarfs are hotter than M stars and are designated L because L is the next letter alphabetically after M. They are dark red in color and are brightest in infrared. Their atmosphere is cool enough to allow metal hydrides and alkali metals to be prominent in their spectra. Some of these objects have masses large enough to support hydrogen fusion and are therefore stars, but most are of substellar mass and are therefore brown dwarfs.",C,0
1192,"What is the reason behind the designation of Class L dwarfs, and what is their color and composition?","Class L dwarfs are cooler than M stars and are designated L because L is the next letter alphabetically after M. They are bright yellow in color and are brightest in visible light. Their atmosphere is hot enough to allow metal hydrides and alkali metals to be prominent in their spectra. Some of these objects have masses large enough to support hydrogen fusion and are therefore stars, but most are of substellar mass and are therefore brown dwarfs.",D,0
1192,"What is the reason behind the designation of Class L dwarfs, and what is their color and composition?","Class L dwarfs are cooler than M stars and are designated L because L is the remaining letter alphabetically closest to M. They are bright green in color and are brightest in visible light. Their atmosphere is cool enough to allow metal hydrides and alkali metals to be prominent in their spectra. Some of these objects have masses small enough to support hydrogen fusion and are therefore stars, but most are of substellar mass and are therefore brown dwarfs.",E,0
1193,"Pick the best possible answer: What is the meaning of the term ""horror vacui""?",The quantified extension of volume in empty space.,A,0
1193,"Pick the best possible answer: What is the meaning of the term ""horror vacui""?",The commonly held view that nature abhorred a vacuum.,B,1
1193,"Pick the best possible answer: What is the meaning of the term ""horror vacui""?",The medieval thought experiment into the idea of a vacuum.,C,0
1193,"Pick the best possible answer: What is the meaning of the term ""horror vacui""?",The success of Descartes' namesake coordinate structure.,D,0
1193,"Pick the best possible answer: What is the meaning of the term ""horror vacui""?",The spatial-corporeal component of Descartes' metaphysics.,E,0
1194,"Select the most accurate option: Which of the following statements accurately describes the impact of Modified Newtonian Dynamics (MOND) on the observed ""missing baryonic mass"" discrepancy in galaxy clusters? carefully.","MOND is a concept that reduces the observed missing baryonic mass in galaxy clusters by postulating the existence of a new form of matter called ""fuzzy dark matter.""",A,0
1194,"Select the most accurate option: Which of the following statements accurately describes the impact of Modified Newtonian Dynamics (MOND) on the observed ""missing baryonic mass"" discrepancy in galaxy clusters? carefully.",MOND is a framework that boosts the discrepancy between the observed missing baryonic mass in galaxy clusters and the measured velocity dispersions from a factor of around 10 to a factor of about 20.,B,0
1194,"Select the most accurate option: Which of the following statements accurately describes the impact of Modified Newtonian Dynamics (MOND) on the observed ""missing baryonic mass"" discrepancy in galaxy clusters? carefully.",MOND is a framework that explains the missing baryonic mass in galaxy clusters that was previously considered dark matter by demonstrating that the mass is in the form of neutrinos and axions.,C,0
1194,"Select the most accurate option: Which of the following statements accurately describes the impact of Modified Newtonian Dynamics (MOND) on the observed ""missing baryonic mass"" discrepancy in galaxy clusters? carefully.",MOND is a principle that reduces the discrepancy between the observed missing baryonic mass in galaxy clusters and the measured velocity dispersions from a factor of around 10 to a factor of about 2.,D,1
1194,"Select the most accurate option: Which of the following statements accurately describes the impact of Modified Newtonian Dynamics (MOND) on the observed ""missing baryonic mass"" discrepancy in galaxy clusters? carefully.",MOND is a framework that eliminates the observed missing baryonic mass in galaxy clusters by imposing a new mathematical formulation of gravity that does not require the existence of dark matter.,E,0
1195,Determine the correct option: What is the reason for the sun appearing slightly yellowish when viewed from Earth? based on the given context.,The sun appears yellowish due to a reflection of the Earth's atmosphere.,A,0
1195,Determine the correct option: What is the reason for the sun appearing slightly yellowish when viewed from Earth? based on the given context.,"The longer wavelengths of light, such as red and yellow, are not scattered away and are directly visible when looking towards the sun.",B,1
1195,Determine the correct option: What is the reason for the sun appearing slightly yellowish when viewed from Earth? based on the given context.,"The sun appears yellowish due to the scattering of all colors of light, mainly blue and green, in the Earth's atmosphere.",C,0
1195,Determine the correct option: What is the reason for the sun appearing slightly yellowish when viewed from Earth? based on the given context.,"The sun emits a yellow light due to its own spectrum, which is visible when viewed from Earth.",D,0
1195,Determine the correct option: What is the reason for the sun appearing slightly yellowish when viewed from Earth? based on the given context.,"The atmosphere absorbs the shorter wavelengths of light, such as blue and red, leaving only the longer wavelengths of light, such as green and yellow, visible when looking towards the sun.",E,0
1196,Select the most accurate option: What is the main advantage of ferroelectric memristors? based on the given context.,"Ferroelectric memristors have a higher resistance than other types of memristors, making them more suitable for high-power applications.",A,0
1196,Select the most accurate option: What is the main advantage of ferroelectric memristors? based on the given context.,"Ferroelectric domain dynamics can be tuned, allowing for the engineering of memristor response, and resistance variations are due to purely electronic phenomena, making the device more reliable.",B,1
1196,Select the most accurate option: What is the main advantage of ferroelectric memristors? based on the given context.,"Ferroelectric memristors have a more complex structure than other types of memristors, allowing for a wider range of applications.",C,0
1196,Select the most accurate option: What is the main advantage of ferroelectric memristors? based on the given context.,Ferroelectric memristors have a unique piezoelectric field that allows for the creation of non-uniform elastic strain and a more stable structure.,D,0
1196,Select the most accurate option: What is the main advantage of ferroelectric memristors? based on the given context.,"Ferroelectric memristors are based on vertically aligned carbon nanotubes, which offer a more efficient and faster switching mechanism than other materials.",E,0
1197,Which of the following is correct? What is the Landau-Lifshitz-Gilbert equation used for in physics?,"The Landau-Lifshitz-Gilbert equation is a differential equation used to describe the precessional motion of magnetization M in a liquid, and is commonly used in micromagnetics to model the effects of a magnetic field on ferromagnetic materials.",A,0
1197,Which of the following is correct? What is the Landau-Lifshitz-Gilbert equation used for in physics?,"The Landau-Lifshitz-Gilbert equation is a differential equation used to describe the precessional motion of magnetization M in a solid, and is commonly used in astrophysics to model the effects of a magnetic field on celestial bodies.",B,0
1197,Which of the following is correct? What is the Landau-Lifshitz-Gilbert equation used for in physics?,"The Landau-Lifshitz-Gilbert equation is a differential equation used to describe the precessional motion of magnetization M in a solid, and is commonly used in micromagnetics to model the effects of a magnetic field on ferromagnetic materials.",C,1
1197,Which of the following is correct? What is the Landau-Lifshitz-Gilbert equation used for in physics?,"The Landau-Lifshitz-Gilbert equation is a differential equation used to describe the precessional motion of magnetization M in a solid, and is commonly used in macro-magnetics to model the effects of a magnetic field on ferromagnetic materials.",D,0
1197,Which of the following is correct? What is the Landau-Lifshitz-Gilbert equation used for in physics?,"The Landau-Lifshitz-Gilbert equation is a differential equation used to describe the precessional motion of magnetization M in a liquid, and is commonly used in macro-magnetics to model the effects of a magnetic field on ferromagnetic materials.",E,0
1198,Identify the correct statement: What is the relationship between the Cauchy momentum equation and the Navier-Stokes equation? based on the given context.,"The Navier-Stokes equation can be derived from the Cauchy momentum equation by specifying the stress tensor through a constitutive relation, expressing the shear tensor in terms of viscosity and fluid velocity, and assuming constant density and viscosity.",A,1
1198,Identify the correct statement: What is the relationship between the Cauchy momentum equation and the Navier-Stokes equation? based on the given context.,The Navier-Stokes equation is a simplified version of the Cauchy momentum equation that only applies to situations with constant density and viscosity.,B,0
